ID,Batcher_Comparators_Only,Batcher Merge sort_Steps,Batcher Merge sort_Time_ms,Advanced Batcher Merge sort_Steps,Advanced Batcher Merge sort_Time_ms,Bitonic_Steps,Bitonic_Time_ms
1,424538,1344874,181382.9620999968,4584,4488.200500003586,424538,926.3984999997774
2,393295,261217,29822.65689999622,4093,649.7380999935558,393295,686.7208000039682
