ID,Permutation,Batcher_Comparators_Only,Batcher Merge sort_Steps,Batcher Merge sort_Time_ms,Advanced Batcher Merge sort_Steps,Advanced Batcher Merge sort_Time_ms,Bitonic_Steps,Bitonic_Time_ms,Greedy_Beam_Search_Steps,Greedy_Beam_Search_Time_ms
1,"[0, 2, 4, 12, 8, 20, 24, 56, 16, 36, 40, 25, 48, 41, 49, 51, 32, 5, 9, 26, 17, 42, 50, 53, 33, 11, 19, 54, 35, 23, 39, 47, 1, 6, 10, 28, 18, 44, 52, 57, 34, 13, 21, 58, 37, 27, 43, 55, 3, 14, 22, 60, 38, 29, 45, 59, 7, 30, 46, 61, 15, 62, 31, 63]",344,674,2.432799999951385,139,2.2955999993428122,344,0.42749999920488335,39,468.77279999898747
2,"[0, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 1, 4, 6, 8, 9, 10, 12, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 36, 38, 39, 40, 42, 44, 45, 46, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 60, 62, 63]",318,402,0.772700001107296,152,0.8472000008623581,318,0.31999999919207767,50,464.91170000081183
