ID,Permutation,Batcher_Comparators_Only,Batcher Merge sort_Steps,Batcher Merge sort_Time_ms,Advanced Batcher Merge sort_Steps,Advanced Batcher Merge sort_Time_ms,Bitonic_Steps,Bitonic_Time_ms,Greedy_Beam_Search_Steps,Greedy_Beam_Search_Time_ms
1,"[0, 2, 4, 12, 8, 20, 24, 25, 16, 5, 9, 26, 17, 11, 19, 23, 1, 6, 10, 28, 18, 13, 21, 27, 3, 14, 22, 29, 7, 30, 15, 31]",124,202,0.7574999981443398,57,1.1209999975108076,124,0.15949999942677096,16,6.545299998833798
2,"[0, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 1, 4, 6, 8, 9, 10, 12, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 27, 28, 30]",108,144,0.17749999824445695,62,0.21039999774075113,108,0.08140000136336312,24,50.200300000142306
